suite,fid,iid,pca.expl_var_PC1.cov_init,disp.ratio_mean_10,disp.diff_mean_02,nbc.nb_fitness.cor,ela_level.mmce_lda_50,nbc.nn_nb.sd_ratio,ela_level.mmce_qda_10,pca.expl_var.cor_init,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_mda_25,disp.ratio_median_02,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_qda_50,ela_distr.kurtosis,disp.ratio_median_25,nbc.dist_ratio.coeff_var,ela_distr.number_of_peaks,ela_level.mmce_mda_10,pca.expl_var.cov_init,ela_distr.skewness,disp.ratio_mean_02,ela_level.mmce_mda_50,ela_level.lda_mda_50,nbc.nn_nb.mean_ratio,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.intercept,ela_level.qda_mda_10,ela_level.lda_mda_10,disp.diff_mean_25,ela_meta.quad_simple.cond,nbc.nn_nb.cor,disp.diff_mean_10,ic.m0,disp.diff_median_05,ela_level.lda_qda_25,ela_level.lda_qda_50,disp.ratio_mean_25,ela_level.mmce_mda_25,pca.expl_var_PC1.cor_init,disp.diff_median_25,ic.eps.ratio,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,disp.ratio_median_05,pca.expl_var.cov_x,ela_meta.lin_simple.coef.max,ela_meta.quad_simple.adj_r2,disp.ratio_median_10,disp.ratio_mean_05,disp.diff_median_10,pca.expl_var_PC1.cov_x,disp.diff_median_02,disp.diff_mean_05,ela_meta.lin_simple.adj_r2,ela_level.mmce_qda_25,ic.h.max,ela_level.qda_mda_50,ela_level.mmce_lda_10,pca.expl_var.cor_x,ic.eps.max,ela_level.qda_mda_25,subclustering_10_clusters,subclustering_15_clusters,subclustering_21_clusters,subclustering_34_clusters,subclustering_46_clusters,subclustering_48_clusters,clustering_12_clusters
bbob,3,4,0.9999,0.8016,-3.85635,-0.34205,0.1775499999999999,0.11315,0.06195,0.8182,124.72715,1.22845,0.69455,1.55465,0.17005,0.5833,0.1139999999999999,1.8605,0.8719,0.0658499999999999,7.5,0.08885,0.0909,1.48805,0.69555,0.11185,1.5861999999999998,0.96335,0.12085,1239.88915,0.6930499999999999,1.0889000000000002,-1.63,64.4005,0.0996,-2.513,0.55155,-3.12395,1.4517,1.56765,0.8713,0.1395,0.1617,-1.6254499999999998,1.8669,1.77215,0.9876,0.75385,0.9,214.46365,0.92,0.80155,0.75515,-2.51835,0.12085,-3.87565,-3.1014,0.5791999999999999,0.11745,0.7804,1.0097,0.09575,0.9,27.9542,0.83415,14,26,12,19,46,23,
bbob,3,5,0.9995,0.7829,-4.0181,-0.41255,0.25,0.1125,0.0742,0.9091,38.91695,1.17845,0.6797,1.3847999999999998,0.21775,0.48735,0.17095,0.9264,0.85215,0.06195,1.0,0.0979,0.0909,1.00425,0.68285,0.212,1.1755,0.9667,0.12185,984.4313,0.76325,1.05385,-1.88835,21.26895,0.1081,-2.75015,0.56725,-3.33925,1.57355,1.4611999999999998,0.8509,0.1847,0.15595,-1.87585,1.6867,2.12345,0.9861,0.73685,0.9,80.64595,0.9332,0.7827,0.7381500000000001,-2.7572,0.12185,-4.066050000000001,-3.3167,0.47995,0.1386,0.8298000000000001,0.8043,0.1025,0.9,24.9179,0.7504500000000001,17,14,19,18,12,15,
bbob,4,1,1.0,0.7925,-3.8243,-0.3385,0.2773,0.1152,0.0908,0.9091,170.8444,1.1446,0.6957500000000001,1.10125,0.2491499999999999,0.3928,0.1908,2.77145,0.8601000000000001,0.0673,11.0,0.1005,0.0909,1.82885,0.6980999999999999,0.2264499999999999,1.2182499999999998,0.96255,0.11965,1555.80555,0.90155,0.9963,-1.7833,122.69985,0.1034,-2.6284,0.5778,-3.22805,1.43275,1.4597,0.8592500000000001,0.2174,0.14945,-1.776,2.2472,2.3968,0.9585,0.7456,0.9,402.95825,0.79975,0.79235,0.7465,-2.6354,0.11965,-3.8608,-3.2107,0.3893999999999999,0.1747,0.7556499999999999,0.84,0.1001,0.9,40.421,0.79975,13,12,20,28,45,30,
bbob,4,2,1.0,0.8088500000000001,-3.6822,-0.3241,0.1760499999999999,0.1094,0.0667,0.8182,280.6847,1.2284,0.70775,1.39925,0.1711,0.6134999999999999,0.10085,1.0735,0.8795,0.06925,16.0,0.0875,0.0909,1.3209499999999998,0.7093,0.08765,2.0185,0.9606,0.1193,5382.3096000000005,0.768,1.0726,-1.5262,449.86965,0.09625,-2.4219,0.55565,-3.0686,1.4238,1.75955,0.87955,0.13865,0.16285,-1.5294500000000002,2.6276,4.5982,0.9964,0.7582,0.9,1295.835,0.94385,0.80775,0.7595000000000001,-2.43925,0.1193,-3.70885,-3.04665,0.6084,0.11895,0.73405,1.14475,0.0943,0.9,168.7436,0.8567,13,12,20,24,57,57,
bbob,4,3,0.9999,0.7983,-3.89045,-0.34255,0.21805,0.1081,0.075,0.8182,287.1761,1.1321,0.68985,1.3441999999999998,0.20235,0.5822,0.17495,1.28935,0.8672,0.06615,6.5,0.096,0.0909,1.40775,0.69285,0.1873,1.16045,0.96325,0.12025,1650.8167,0.78565,1.04755,-1.6905,68.1235,0.0983,-2.5543500000000003,0.567,-3.2002,1.3525,1.2465,0.8665499999999999,0.17835,0.16315,-1.68395,1.9469,0.93045,0.9796,0.7478,0.9,267.01155,0.9197,0.7983,0.7483500000000001,-2.55925,0.12025,-3.93495,-3.1876,0.5777,0.14865,0.7987,0.9309,0.10025,0.9,38.5999,0.8349500000000001,14,26,28,37,43,46,
bbob,4,4,1.0,0.7947,-3.88715,-0.31805,0.19565,0.10585,0.08225,0.8182,191.90025,1.2184,0.6928000000000001,1.25895,0.22955,0.57165,0.1447,1.2149,0.8693,0.0681499999999999,16.0,0.10085,0.0909,1.41215,0.6931499999999999,0.1425,1.37565,0.9615,0.12145,3107.7627,0.813,1.0209,-1.66225,448.318,0.0984,-2.60065,0.56495,-3.21585,1.5173,1.3548,0.8688,0.1891,0.16085,-1.6586,2.3774,4.0708,0.985,0.74655,0.9,782.97515,0.9124,0.7949999999999999,0.74715,-2.60205,0.12145,-3.89745,-3.20325,0.5671999999999999,0.1512,0.7274499999999999,1.01395,0.1027,0.9,41.37445,0.7992,13,12,20,24,53,48,
bbob,4,5,1.0,0.7967500000000001,-3.82515,-0.2895999999999999,0.2148499999999999,0.1074499999999999,0.0959,0.9091,346.08445,1.1496499999999998,0.69665,1.043,0.275,0.5285,0.1518,2.1047,0.86475,0.0678,10.5,0.1,0.0909,1.724,0.6980500000000001,0.15675,1.361,0.9619,0.12135,2867.22635,0.9582,1.0,-1.7243,220.24645,0.1041,-2.5751,0.5696,-3.1688,1.5274,1.408,0.8639,0.2395499999999999,0.1589,-1.71635,2.3073,2.3224,0.9874,0.7502500000000001,0.9,802.1597,0.89595,0.79715,0.75005,-2.57435,0.12135,-3.8506,-3.1659,0.52215,0.1800999999999999,0.73385,0.9647,0.1,0.9,27.9542,0.7524,13,12,20,28,45,30,
bbob,5,1,0.96515,0.8945000000000001,-2.08015,-0.3380499999999999,0.0164,0.08205,0.01985,0.8182,10.0,0.46555,0.83445,1.83575,0.0132,1.0,0.022,-0.2946,0.93205,0.0857499999999999,1.0,0.0322,0.0909,0.0095,0.8358000000000001,0.0224,0.7478,0.94695,0.1196,195.1376,0.6093999999999999,1.11175,-0.85365,16.3613,0.09845,-1.3369,0.51555,-1.70085,0.5338,0.75075,0.9326,0.0284999999999999,0.18315,-0.8623,0.5656,1.0,1.0,0.86595,0.9,10.0,1.0,0.8949,0.8661,-1.33365,0.1196,-2.10105,-1.6961499999999998,1.0,0.02475,0.82665,0.9662,0.03635,0.9,2.3193,0.8533999999999999,21,17,17,27,56,58,
bbob,5,2,0.96545,0.88835,-2.24785,-0.3360499999999999,0.0187,0.0774499999999999,0.01935,0.8182,10.0,0.4712,0.8208,1.77235,0.0132,1.0,0.0241,-0.29325,0.93255,0.0857,1.0,0.0319,0.0909,0.0189,0.82255,0.0248,0.7706500000000001,0.94725,0.11985,860.3376,0.6156999999999999,1.10265,-0.8478,11.548,0.0967,-1.4147500000000002,0.5159499999999999,-1.80195,0.52205,0.79405,0.93305,0.0275499999999999,0.1839,-0.8563000000000001,0.5656,1.0,1.0,0.85795,0.9,10.0,1.0,0.8883,0.8585,-1.4178,0.11985,-2.27325,-1.79275,1.0,0.0249,0.82685,0.9823,0.03555,0.9,2.3193,0.88395,17,18,14,16,20,14,
bbob,5,3,0.96485,0.8909,-2.1671,-0.3409999999999999,0.017,0.08085,0.0195,0.8182,10.0,0.46325,0.8298000000000001,1.75,0.01415,1.0,0.0224,-0.2629,0.9326,0.08555,1.0,0.0319,0.0909,0.0017,0.8289,0.0229499999999999,0.716,0.9474,0.11995,271.0576,0.6125499999999999,1.1124,-0.8472500000000001,17.2499,0.09255,-1.382,0.5136499999999999,-1.7225,0.51385,0.7577499999999999,0.93315,0.02855,0.1826,-0.8555,0.5656,1.0,1.0,0.86425,0.9,10.0,1.0,0.8906499999999999,0.8642,-1.3876,0.11995,-2.15965,-1.72035,1.0,0.02665,0.82755,0.96115,0.03495,0.9,2.3193,0.9187,21,17,17,27,34,52,
bbob,5,4,0.9652,0.8914500000000001,-2.1879,-0.33835,0.018,0.0744,0.01925,0.8182,10.0,0.4364,0.8259,1.83275,0.01235,1.0,0.024,-0.2966999999999999,0.93295,0.0856,1.0,0.03215,0.0909,-0.0021,0.82725,0.0229499999999999,0.7745,0.9471,0.121,1146.0176,0.59415,1.0806,-0.8426,19.7445,0.08965,-1.37495,0.51345,-1.7339,0.4884,0.7664500000000001,0.9335,0.0286,0.1843,-0.8508,0.5656,1.0,1.0,0.8634,0.9,10.0,1.0,0.8907,0.86465,-1.38705,0.121,-2.20905,-1.71465,1.0,0.0258499999999999,0.82665,1.01805,0.03475,0.9,2.3193,0.8923,17,18,14,16,20,14,
bbob,5,5,0.96535,0.896,-2.1853,-0.3383,0.018,0.0744,0.0183,0.8182,10.0,0.48415,0.82805,1.7766000000000002,0.0132,1.0,0.02375,-0.2803,0.9342,0.0856,1.0,0.0317,0.0909,-0.0078,0.82745,0.0231,0.74685,0.94705,0.11985,166.8976,0.60005,1.0699999999999998,-0.82745,31.0142,0.08655,-1.31735,0.51135,-1.71435,0.5140499999999999,0.7438,0.9347,0.02845,0.1844,-0.8345,0.5656,1.0,1.0,0.8649,0.9,10.0,1.0,0.8958999999999999,0.86545,-1.3207,0.11985,-2.1816,-1.7047,1.0,0.0253499999999999,0.827,1.0086,0.0341,0.9,2.3193,0.9066,21,13,13,36,33,41,
bbob,6,1,1.0,0.8408500000000001,-3.14095,-0.3298999999999999,0.11515,0.0859,0.0431,0.8182,17.01685,1.25395,0.7482,1.6595,0.11025,0.90905,0.0880499999999999,0.6434,0.89615,0.0711,14.0,0.06375,0.0909,0.8314999999999999,0.75205,0.0963,1.2009,0.9595,0.1200499999999999,639231.52425,0.6793,1.11245,-1.30225,2.77775,0.0858,-2.01575,0.52395,-2.5245,1.48495,1.3116,0.8972,0.0866,0.1737,-1.31705,4.5295,4567.7320500000005,0.9756,0.8009999999999999,0.9,79676.04139999999,0.8738,0.83945,0.80325,-2.03695,0.1200499999999999,-3.19605,-2.4918500000000003,0.8080499999999999,0.0733999999999999,0.8140000000000001,0.91255,0.07085,0.9,16952.3234,0.84145,14,14,19,38,19,20,
bbob,6,2,1.0,0.82715,-3.28095,-0.34165,0.1591,0.0965999999999999,0.05005,0.8182,22.1805,1.1729,0.7349,1.5224,0.1394,0.8483499999999999,0.109,0.88435,0.8826499999999999,0.0672,15.0,0.0703999999999999,0.0909,0.8874,0.7410000000000001,0.1339,1.1833,0.963,0.11945,546795.2076,0.7061,1.07725,-1.4672999999999998,5.0007,0.0925999999999999,-2.1901,0.52995,-2.74465,1.53295,1.45575,0.8842,0.11845,0.16925,-1.48935,4.4695,2298.11315,0.96805,0.78375,0.9,48972.706300000005,0.8276,0.82385,0.78745,-2.23605,0.11945,-3.36415,-2.6923000000000004,0.7195,0.0902,0.81855,0.81055,0.07605,0.9,15459.2774,0.76195,17,14,19,18,12,35,
bbob,6,3,1.0,0.82865,-3.4565,-0.34535,0.1483499999999999,0.0950999999999999,0.04645,0.8182,3.6469,1.20795,0.72375,1.52895,0.1235,0.86025,0.10085,0.62205,0.8895500000000001,0.06805,14.0,0.0666,0.0909,0.7514000000000001,0.72715,0.12395,1.19455,0.9622,0.1202,696075.5481499999,0.71305,1.0883,-1.39475,3.63845,0.0884,-2.17015,0.53025,-2.77615,1.50785,1.4439000000000002,0.88985,0.10185,0.1710499999999999,-1.4011,4.5295,14515.6235,0.97105,0.7812,0.9,53495.5877,0.8737999999999999,0.827,0.78365,-2.1951,0.1202,-3.5054,-2.7405,0.7686,0.08015,0.8187,0.8228500000000001,0.0725,0.9,16188.5969,0.7979499999999999,17,14,19,18,12,35,
bbob,6,4,1.0,0.8379,-3.16435,-0.33935,0.13,0.0947,0.0391,0.8182,21.673,1.23685,0.74545,1.7346499999999998,0.1135,0.9083,0.08625,0.2355,0.89335,0.06945,17.0,0.0611499999999999,0.0909,0.6343,0.7502,0.10665,1.2383,0.96115,0.11985,976960.72435,0.63715,1.11255,-1.3373,4.387700000000001,0.09045,-2.0535,0.5248,-2.62345,1.6445,1.5066,0.89445,0.09085,0.1745,-1.35295,4.6296,3977.5735,0.98425,0.79325,0.9,85399.0073,0.8794,0.83595,0.79735,-2.0815,0.11985,-3.23055,-2.5671,0.8041,0.06975,0.8159000000000001,0.8216,0.06765,0.9,22353.6965,0.76495,17,14,19,18,12,35,
bbob,6,5,1.0,0.8443,-2.8385,-0.351,0.2099,0.091,0.05515,0.9091,14.7771,1.2284000000000002,0.77215,1.43485,0.1585,0.74465,0.1376,1.5388000000000002,0.89225,0.0688,11.0,0.0733,0.0909,1.0861,0.7758499999999999,0.1593,1.3153,0.962,0.1192,271829.35360000003,0.764,1.0784,-1.3515,2.97475,0.0955,-1.97265,0.5383,-2.42875,1.4804,1.5333,0.8933,0.12915,0.1616,-1.36765,4.2893,2043.9624,0.9312,0.8086,0.9,30095.7391,0.7253000000000001,0.8423,0.8105500000000001,-2.0021500000000003,0.1192,-2.8916,-2.3996,0.56255,0.1062,0.8086,0.8623000000000001,0.0795,0.9,10209.6066,0.82075,14,14,19,38,19,20,
bbob,7,1,0.9999,0.86075,-2.66885,-0.32105,0.1491,0.0927,0.0477,0.8182,72.4473,1.47825,0.7834,2.20125,0.1675499999999999,0.92205,0.0829999999999999,1.664,0.9055,0.07195,2.0,0.0944,0.0909,1.20105,0.7893,0.0917,1.62255,0.95895,0.121,1720.30695,0.50525,1.10355,-1.1724,4.9238,0.0897,-1.76405,0.5324,-2.19655,2.0979,1.80935,0.90745,0.1123,0.1674,-1.19875,1.9469,2.40965,0.99735,0.8269,0.9,183.26705,0.762,0.85795,0.8302499999999999,-1.8024,0.121,-2.7483500000000003,-2.15015,0.6837,0.0781,0.81075,0.906,0.1046499999999999,0.9,48.6056,0.70865,17,14,19,18,12,15,
bbob,7,2,0.9999,0.8536,-2.79125,-0.33415,0.19665,0.09395,0.05815,0.8182,29.44065,1.57365,0.77385,1.9118,0.2193,0.88225,0.0939,1.802,0.90255,0.0698,2.0,0.1056,0.0909,1.2343000000000002,0.7796,0.1138,1.72085,0.9609,0.12125,1224.04705,0.55235,1.04905,-1.20295,5.20415,0.09035,-1.85475,0.5367,-2.30795,2.487,2.0919,0.90505,0.13915,0.16075,-1.2367,1.8468,4.189450000000001,0.9964,0.81815,0.9,128.29615,0.6855,0.85105,0.8222,-1.8909,0.12125,-2.8692,-2.2525,0.5702499999999999,0.0882,0.8141,0.81255,0.11055,0.9,38.5999,0.6332500000000001,17,14,19,18,12,15,
bbob,7,3,0.9998,0.86085,-2.74105,-0.3450999999999999,0.30425,0.09395,0.0574,0.9091,20.07905,1.6027,0.7797000000000001,1.8146,0.24385,0.8455,0.0915,3.6819,0.9036,0.06925,2.0,0.10075,0.0909,1.5666,0.7836000000000001,0.14345,2.1221,0.9614,0.12135,1126.2589,0.5710999999999999,1.0438,-1.20265,4.8572500000000005,0.0851,-1.7629,0.5436000000000001,-2.2486,2.4348,3.3076,0.90505,0.1527,0.14005,-1.2237,1.8468,3.63395,0.996,0.8228,0.9,72.62625,0.42285,0.8574999999999999,0.8264,-1.80855,0.12135,-2.7967,-2.1988,0.2677,0.09985,0.81745,0.6435500000000001,0.1047,0.9,36.861,0.65985,17,14,19,18,12,15,
bbob,7,4,0.9996,0.8331,-3.2727,-0.3676,0.2566,0.1105,0.05275,0.9091,27.66845,1.4554,0.7356499999999999,1.7875,0.2004,0.8098000000000001,0.10555,1.3811,0.8872,0.0661,1.0,0.086,0.0909,0.99035,0.7416,0.1427,1.80695,0.96375,0.1194,943.3897,0.6085,1.0952,-1.40075,5.599600000000001,0.10215,-2.1142,0.5433,-2.6802,2.0951500000000003,2.41495,0.8894,0.13735,0.1511,-1.4309500000000002,1.6667,2.33325,0.9937,0.7887500000000001,0.9,63.99385,0.5846,0.8303,0.7926500000000001,-2.1535,0.1194,-3.3535,-2.6262,0.39815,0.09565,0.82665,0.7475499999999999,0.0936,0.9,26.6948,0.6943,17,14,19,18,12,15,
bbob,7,5,0.9998,0.843,-3.10295,-0.3417,0.1876499999999999,0.0997,0.05355,0.8182,30.2881,1.42075,0.74855,1.951,0.1854,0.86275,0.09865,1.0025,0.89365,0.06815,1.0,0.0957,0.0909,1.02035,0.75505,0.1174,1.57485,0.96225,0.12065,1080.76545,0.5601499999999999,1.09015,-1.32275,7.18635,0.09715,-1.98875,0.5365,-2.56725,2.18855,1.8869,0.8956,0.1304,0.1627,-1.35045,1.7267,3.7964,0.9944,0.7977000000000001,0.9,111.4021,0.74325,0.8392999999999999,0.80185,-2.0394,0.12065,-3.19065,-2.5103,0.61285,0.0854999999999999,0.8179,0.8304,0.10405,0.9,30.654,0.65875,17,14,19,18,12,15,
bbob,8,1,1.0,0.7719,-4.3716,-0.39925,0.2278,0.1172999999999999,0.0685,0.9091,23.8,1.11155,0.6536,1.3866999999999998,0.1882,0.56645,0.1638,0.5791,0.85095,0.06095,1.0,0.0885,0.0909,0.9422,0.65485,0.197,1.154,0.9676,0.1206,275360.2111,0.7678,1.06075,-1.9037,103.04415,0.1011,-2.88945,0.5663,-3.5671,1.445,1.386,0.8497,0.1702,0.1597,-1.89145,4.3193,1603.40115,0.99365,0.71885,0.9,38944.8803,0.92055,0.77275,0.7188,-2.88405,0.1206,-4.39445,-3.56205,0.55015,0.1309,0.82565,0.8353999999999999,0.09385,0.9,11195.6432,0.7704500000000001,14,14,19,38,19,20,
